departamento,municipio,ubicacion,altitud
la guajira,fonseca,"(10.88333333, -72.88333333)",170
magdalena,zona bananera,"(10.9, -74.16666667)",20
magdalena,ciénaga,"(10.9, -74.05)",1400
magdalena,zona bananera,"(10.90083333, -74.22061111)",25
magdalena,zona bananera,"(10.90219444, -74.18947222)",25
magdalena,ciénaga,"(10.90541667, -74.15411111)",30
la guajira,fonseca,"(10.91708333, -72.91533333)",255
atlantico,soledad,"(10.91777778, -74.77972222)",14
la guajira,barrancas,"(10.92644444, -72.80438889)",485
magdalena,ciénaga,"(10.93305556, -74.25244444)",5
sucre,san benito abad,"(9.00472222, -74.94055556)",25
cesar,curumaní,"(9.00975, -73.75402778)",90
la guajira,barrancas,"(10.93516667, -72.68466667)",300
la guajira,barrancas,"(10.94672222, -72.77227778)",140
la guajira,distracción,"(10.953, -73.04797222)",420
la guajira,fonseca,"(10.9, -72.83333333)",180
la guajira,fonseca,"(10.91513889, -73.01152778)",400
la guajira,albania (la guajira),"(11.23216944, -72.513975)",88
atlantico,tubará,"(10.95511111, -74.995)",200
atlantico,barranquilla,"(10.96638889, -74.76)",2
meta,barranca de upía,"(4.68909444, -73.04651944)",264
atlantico,puerto colombia (atlántico),"(10.98833333, -74.96966667)",5
la guajira,barrancas,"(10.99122222, -72.75608333)",450
atlantico,barranquilla,"(10.99761111, -74.79672222)",12
la guajira,barrancas,"(10.99855556, -72.81955556)",210
la guajira,barrancas,"(10.96666667, -72.76666667)",195
la guajira,san juan del cesar,"(10.98333333, -73.11666667)",585
atlantico,barranquilla,"(11.0, -74.78333333)",5
bogotá,"bogota, d.c","(4.66933333, -74.10266667)",2552
magdalena,ciénaga,"(10.96683333, -74.20469444)",23
magdalena,puebloviejo,"(10.97622222, -74.36175)",2
cundinamarca,zipaquirá,"(4.98922222, -74.00119444)",2600
norte de santander,cáchira,"(7.73527778, -73.05166667)",1882
antioquia,carepa,"(7.74766667, -76.71188889)",4
antioquia,carepa,"(7.75, -76.66666667)",30
huila,palermo,"(2.72841667, -75.39638889)",460
antioquia,caucasia,"(7.75111111, -74.85305556)",100
cesar,san alberto,"(7.75972222, -73.38833333)",134
antioquia,turbo,"(7.76638889, -76.85527778)",20
norte de santander,salazar,"(7.77458333, -72.83055556)",860
norte de santander,salazar,"(7.77833333, -72.82083333)",850
santander,puerto wilches,"(7.78333333, -73.80083333)",98
santander,puerto wilches,"(7.784, -73.80191667)",58
antioquia,el bagre,"(7.75, -74.73333333)",250
córdoba,tierralta,"(7.7515, -76.22777778)",150
antioquia,carepa,"(7.76336111, -76.65825)",62
norte de santander,cáchira,"(7.76666667, -73.08333333)",215
córdoba,tierralta,"(7.78333333, -76.23333333)",131
antioquia,cáceres,"(7.78333333, -75.2)",80
norte de santander,salazar,"(7.78333333, -72.8)",870
córdoba,san jose de ure,"(7.78805556, -75.53833333)",200
antioquia,carepa,"(7.80805556, -76.70305556)",15
antioquia,cáceres,"(7.79677778, -75.37252778)",80
cesar,san alberto,"(7.81261111, -73.32144444)",650
antioquia,carepa,"(7.81638889, -76.71788889)",41
norte de santander,villa del rosario,"(7.81777778, -72.47777778)",522
antioquia,apartadó,"(7.82591667, -76.65133333)",43
antioquia,apartadó,"(7.81666667, -76.68333333)",20
antioquia,apartadó,"(7.82388889, -76.64805556)",23
bolívar,magangué,"(9.03333333, -74.65)",18
bolívar,mompós,"(9.03333333, -74.65)",18
antioquia,cáceres,"(7.83666667, -75.415)",75
bolívar,mompós,"(9.03333333, -74.65)",18
bolívar,mompós,"(9.03333333, -74.65)",18
córdoba,puerto escondido,"(9.07111111, -76.22444444)",15
cesar,pailitas,"(9.05027778, -73.55972222)",500
magdalena,el banco,"(9.06916667, -73.90305556)",36
bolívar,mompós,"(9.07305556, -74.52555556)",20
bolívar,mompós,"(9.07833333, -74.68888889)",20
bolívar,mompós,"(9.03333333, -74.61666667)",18
bolívar,margarita,"(9.07, -74.16)",24
magdalena,el banco,"(9.07, -74.15)",24
bolívar,pinillos,"(9.03333333, -74.46666667)",20
córdoba,cotorra,"(9.05, -75.76666667)",20
bolívar,magangué,"(9.05, -74.8)",20
bolívar,mompós,"(9.06666667, -74.53333333)",19
bolívar,mompós,"(9.08333333, -74.71666667)",17
bolívar,san fernando,"(9.09333333, -74.31388889)",40
bolívar,mompós,"(9.09666667, -74.65833333)",18
bolívar,san fernando,"(9.10138889, -74.40888889)",25
bolívar,mompós,"(9.11544444, -74.61347222)",20
bolívar,margarita,"(9.11938889, -74.22194444)",20
magdalena,el banco,"(9.13152778, -74.04427778)",25
cesar,chimichagua,"(9.13391667, -73.77280556)",32
córdoba,tierralta,"(7.83333333, -76.26666667)",108
córdoba,tierralta,"(7.83333333, -76.25)",170
córdoba,cotorra,"(9.03333333, -75.78333333)",20
córdoba,chima (córdoba),"(9.15, -75.61666667)",30
córdoba,chima (córdoba),"(9.15, -75.61666667)",30
córdoba,san andrés de sotavento,"(9.15, -75.51666667)",48
córdoba,san andrés de sotavento,"(9.15, -75.51666667)",80
norte de santander,tibú,"(9.11666667, -72.86666667)",50
córdoba,chima (córdoba),"(9.15075, -75.62208333)",20
magdalena,sitionuevo,"(11.00597222, -74.68363889)",4
la guajira,barrancas,"(11.01413889, -72.64444444)",130
la guajira,barrancas,"(11.03305556, -72.70872222)",89
la guajira,barrancas,"(11.03436111, -72.87752778)",900
atlantico,barranquilla,"(11.04, -74.82083333)",8
la guajira,hato nuevo,"(11.06338889, -72.77669444)",220
la guajira,barrancas,"(11.0, -72.66666667)",150
la guajira,barrancas,"(11.0, -72.66666667)",150
magdalena,ciénaga,"(11.01666667, -74.23333333)",25
la guajira,barrancas,"(11.01666667, -72.55)",380
la guajira,barrancas,"(11.03333333, -72.63333333)",150
la guajira,dibulla,"(11.06666667, -73.46666667)",220
la guajira,dibulla,"(11.06666667, -73.4)",400
la guajira,hato nuevo,"(11.06666667, -72.73333333)",150
la guajira,barrancas,"(11.07102778, -72.66822222)",80
la guajira,barrancas,"(11.07688889, -72.675)",95
la guajira,albania (la guajira),"(11.09591667, -72.53480556)",150
magdalena,santa marta,"(11.10027778, -73.84322222)",750
la guajira,hato nuevo,"(11.11586111, -72.70858333)",155
la guajira,barrancas,"(11.08333333, -72.66666667)",105
la guajira,barrancas,"(11.08333333, -72.6)",116
magdalena,santa marta,"(11.1, -73.85)",750
la guajira,maicao,"(11.1, -72.45)",250
atlantico,barranquilla,"(11.10630556, -74.85472222)",1
magdalena,santa marta,"(11.11666667, -74.13333333)",900
magdalena,santa marta,"(11.0915, -73.93238889)",180
la guajira,barrancas,"(11.07505556, -72.64733333)",100
meta,restrepo (meta),"(4.27386111, -73.58686111)",690
magdalena,santa marta,"(11.11666667, -74.03333333)",2700
la guajira,dibulla,"(11.11666667, -73.3)",390
la guajira,san juan del cesar,"(11.11666667, -73.05)",1100
antioquia,vigia del fuerte,"(6.28666667, -76.76180556)",18
cesar,san alberto,"(7.83805556, -73.42805556)",164
norte de santander,cúcuta,"(7.84888889, -72.56611111)",285
norte de santander,durania,"(7.83333333, -72.63333333)",255
norte de santander,durania,"(7.83333333, -72.63333333)",255
chocó,riosucio (choco),"(7.85, -77.11666667)",2
córdoba,tierralta,"(7.85, -76.31666667)",90
santander,puerto wilches,"(7.85, -73.81666667)",56
norte de santander,villa del rosario,"(7.85, -72.5)",430
antioquia,cáceres,"(7.86291667, -75.21491667)",70
antioquia,apartadó,"(7.86305556, -76.68916667)",10
norte de santander,santiago (norte de santander),"(7.86416667, -72.71611111)",411
bolívar,santa rosa del sur,"(7.88541667, -74.24097222)",750
antioquia,apartadó,"(7.88444444, -76.64777778)",18
córdoba,puerto libertador,"(7.89027778, -75.68)",55
norte de santander,gramalote,"(7.89194444, -72.79944444)",120
norte de santander,san cayetano (norte de santander),"(7.90083333, -72.5925)",221
norte de santander,san cayetano (norte de santander),"(7.90138889, -72.63416667)",250
antioquia,apartadó,"(7.86666667, -76.6)",100
córdoba,tierralta,"(7.86666667, -76.28333333)",106
bolívar,santa rosa del sur,"(7.86666667, -74.16666667)",170
antioquia,apartadó,"(7.87575, -76.62258333)",65
córdoba,tierralta,"(7.88333333, -76.3)",160
santander,puerto wilches,"(7.88333333, -73.7)",70
norte de santander,san cayetano (norte de santander),"(7.90138889, -72.63388889)",270
sucre,galeras,"(9.165, -75.05083333)",70
magdalena,santa marta,"(11.11108333, -74.05469444)",2200
bolívar,magangué,"(9.17388889, -74.85083333)",70
sucre,sincé,"(9.17713889, -75.02241667)",60
sucre,corozal,"(9.17833333, -75.19027778)",80
magdalena,el banco,"(9.18805556, -74.04422222)",25
cesar,chimichagua,"(9.19316667, -73.73130556)",90
cesar,chimichagua,"(9.19319444, -73.7325)",28
bolívar,mompós,"(9.16666667, -74.66666667)",17
sucre,galeras,"(9.18052778, -74.91458333)",25
norte de santander,ábrego,"(7.85, -73.23333333)",3850
norte de santander,cúcuta,"(7.85, -72.53333333)",250
córdoba,san andrés de sotavento,"(9.18333333, -75.51666667)",92
bolívar,mompós,"(9.18333333, -74.71666667)",17
cesar,curumaní,"(9.18333333, -73.53333333)",100
cesar,curumaní,"(9.19447222, -73.57652778)",46
córdoba,san andrés de sotavento,"(9.19527778, -75.54111111)",50
cesar,curumaní,"(9.19719444, -73.54194444)",100
córdoba,lorica,"(9.22667222, -75.81500833)",5
magdalena,san sebastián de buenavista,"(9.23388889, -74.35583333)",65
córdoba,lorica,"(9.22444444, -75.83444444)",6
córdoba,lorica,"(9.19561111, -75.81819444)",6
córdoba,san andrés de sotavento,"(9.2, -75.56666667)",60
sucre,sincelejo,"(9.2, -75.45)",120
córdoba,san andrés de sotavento,"(9.21666667, -75.5)",120
córdoba,san bernardo del viento,"(9.23333333, -76.03333333)",24
bolívar,magangué,"(9.23333333, -74.76666667)",16
bolívar,magangué,"(9.23333333, -74.75)",27
bolívar,magangué,"(9.23333333, -74.73333333)",16
la guajira,maicao,"(11.142, -72.50847222)",87
bolívar,magangué,"(9.24, -74.74166667)",18
magdalena,san zenón,"(9.2475, -74.50194444)",25
bolívar,cicuco,"(9.24916667, -74.73611111)",18
magdalena,santa marta,"(11.12833333, -74.22888889)",4
la guajira,hato nuevo,"(11.13802778, -72.7115)",680
magdalena,santa marta,"(11.14083333, -74.12)",640
la guajira,albania (la guajira),"(11.14233333, -72.50819444)",135
córdoba,lorica,"(9.25, -75.83333333)",80
córdoba,lorica,"(9.25, -75.83333333)",80
bolívar,magangué,"(9.25, -74.76666667)",18
la guajira,hato nuevo,"(11.11666667, -72.7)",280
la guajira,albania (la guajira),"(11.11666667, -72.58333333)",300
la guajira,hato nuevo,"(11.13333333, -72.6)",116
la guajira,riohacha,"(11.18913889, -72.72791667)",120
la guajira,dibulla,"(11.20505556, -73.46130556)",50
la guajira,dibulla,"(11.21222222, -73.40333333)",44
la guajira,albania (la guajira),"(11.15, -72.58333333)",89
la guajira,albania (la guajira),"(11.15, -72.53333333)",115
la guajira,albania (la guajira),"(11.16666667, -72.53333333)",115
la guajira,albania (la guajira),"(11.16666667, -72.5)",150
magdalena,santa marta,"(11.18333333, -74.18333333)",10
magdalena,santa marta,"(11.18333333, -74.16666667)",150
la guajira,riohacha,"(11.18913889, -72.72791667)",120
magdalena,santa marta,"(11.2, -74.2)",20
magdalena,santa marta,"(11.2, -74.08333333)",500
la guajira,riohacha,"(11.11666667, -72.98333333)",180
magdalena,santa marta,"(11.21666667, -74.18333333)",7
magdalena,santa marta,"(11.22222222, -74.17991667)",20
la guajira,riohacha,"(11.21666667, -72.83333333)",50
magdalena,santa marta,"(11.23333333, -74.18333333)",20
magdalena,santa marta,"(11.23333333, -74.15)",50
la guajira,riohacha,"(11.23333333, -73.15)",200
la guajira,riohacha,"(11.23333333, -73.05)",31
la guajira,maicao,"(11.21675, -72.35994444)",118
tolima,cunday,"(3.92666667, -74.65694444)",744
la guajira,albania (la guajira),"(11.19738889, -72.61180556)",93
magdalena,santa marta,"(11.19972222, -73.84027778)",900
huila,santa maría (huila),"(2.97177778, -75.59244444)",1270
antioquia,nechí,"(7.90441667, -74.814)",40
norte de santander,villa caro,"(7.91472222, -72.98)",1490
antioquia,turbo,"(7.91666667, -76.63333333)",20
córdoba,tierralta,"(7.91666667, -76.41666667)",650
norte de santander,ábrego,"(7.91666667, -73.21666667)",2140
antioquia,turbo,"(7.92383333, -76.64908333)",130
norte de santander,cúcuta,"(7.93161111, -72.51125)",313
antioquia,turbo,"(7.94552778, -76.61738889)",10
norte de santander,san cayetano (norte de santander),"(7.91666667, -72.63333333)",300
antioquia,turbo,"(7.93333333, -76.63333333)",5
córdoba,tierralta,"(7.93333333, -76.26666667)",120
norte de santander,el zulia,"(7.93333333, -72.65)",300
norte de santander,cúcuta,"(7.93333333, -72.56666667)",174
antioquia,turbo,"(7.95, -76.68333333)",2
antioquia,turbo,"(7.95, -76.58333333)",150
córdoba,tierralta,"(7.95, -76.28333333)",145
norte de santander,cúcuta,"(7.95, -72.6)",200
norte de santander,lourdes,"(7.95027778, -72.8325)",1200
bolívar,simití,"(7.96027778, -73.95055556)",64
antioquia,caldas (antioquia),"(6.04836111, -75.62466667)",1923
vichada,la primavera,"(6.09561111, -69.42341667)",82
antioquia,cocorná,"(6.05333333, -75.18261111)",1455
boyacá,socotá,"(6.06208333, -72.63533333)",2328
antioquia,titiribí,"(6.07294444, -75.79458333)",515
antioquia,carmen de viboral,"(6.07377778, -75.33561111)",1850
boyacá,santana,"(6.07694444, -73.46916667)",1520
casanare,sácama,"(6.08822222, -72.19063889)",120
antioquia,caldas (antioquia),"(6.06666667, -75.6)",2500
santander,bolivar (santander),"(6.08333333, -74.11666667)",200
santander,suaita,"(6.08333333, -73.38333333)",20
arauca,tame,"(6.08333333, -72.18333333)",850
santander,suaita,"(6.099, -73.44138889)",1660
antioquia,concordia (antioquia),"(6.09922222, -75.87397222)",620
boyacá,tutazá,"(6.10072222, -72.86666667)",2800
chocó,medio atrato (beté),"(6.1025, -76.82136111)",25
chocó,medio atrato (beté),"(6.10833333, -76.91563889)",100
boyacá,sativanorte,"(6.11686111, -72.70483333)",2594
santander,cimitarra,"(6.29194444, -74.09833333)",154
casanare,hato corozal,"(6.12791667, -72.01022222)",575
santander,suaita,"(6.11666667, -73.48333333)",10
santander,suaita,"(6.11666667, -73.45)",1400
arauca,saravena,"(6.94638889, -71.89055556)",148
caldas,manizales,"(5.03222222, -75.43833333)",2325
santander,encino,"(6.13833333, -73.09805556)",1814
boyacá,sativanorte,"(6.13963889, -72.771)",3240
boyacá,jericó (boyacá),"(6.14147222, -72.59333333)",2962
antioquia,granada (antioquia),"(6.14672222, -75.11775)",2180
vichada,la primavera,"(6.15, -68.78)",73
antioquia,urrao,"(6.13333333, -76.03333333)",2320
antioquia,granada (antioquia),"(6.13333333, -75.08333333)",1630
antioquia,rionegro (antioquia),"(6.14219444, -75.37655556)",223
antioquia,san carlos (antioquia),"(6.15, -75.06666667)",1320
santander,suaita,"(6.15138889, -73.34166667)",1502
santander,coromoro,"(6.15272222, -72.96458333)",2625
antioquia,san carlos (antioquia),"(6.15766667, -75.03891667)",1113
antioquia,armenia (antioquia),"(6.15797222, -75.77152778)",1800
antioquia,rionegro (antioquia),"(6.16891667, -75.35741667)",280
antioquia,marinilla,"(6.17108333, -75.328)",2150
vichada,puerto carreño,"(6.17541667, -68.39436111)",67
antioquia,vegachí,"(6.77236111, -74.79758333)",630
santander,simacota,"(6.77361111, -73.935)",90
antioquia,frontino,"(6.77797222, -76.20333333)",1396
santander,bolivar (santander),"(6.16666667, -74.1)",190
vichada,puerto carreño,"(6.16666667, -67.53333333)",55
antioquia,vegachí,"(6.77411111, -74.79652778)",990
antioquia,belmira,"(6.77938889, -75.63858333)",2300
santander,zapatoca,"(6.79277778, -73.28275)",1810
santander,concepción (santander),"(6.81027778, -72.55611111)",3168
chocó,bojayá (bellavista),"(6.81252778, -76.97272222)",50
antioquia,yarumal,"(6.81361111, -75.48386111)",2750
santander,san andrés (santander),"(6.83, -72.84416667)",1702
santander,cerrito,"(6.83611111, -72.69722222)",2440
antioquia,vegachí,"(6.84047222, -74.78566667)",1450
santander,cerrito,"(6.84527778, -72.67777778)",2841
antioquia,yolombó,"(6.78333333, -75.11666667)",900
santander,puerto parra,"(6.8, -74.1)",94
santander,aratoca,"(6.8, -73.05)",2860
arauca,saravena,"(6.8, -71.83333333)",300
antioquia,frontino,"(6.81666667, -76.25)",1400
santander,cerrito,"(6.84083333, -72.7075)",2698
antioquia,sabanalarga (antioquia),"(6.846, -75.81480556)",10
vichada,puerto carreño,"(6.17652778, -67.47958333)",55
antioquia,frontino,"(6.85805556, -76.25222222)",905
santander,barrancabermeja,"(6.85955556, -73.76508333)",114
vichada,la primavera,"(6.17661111, -69.12780556)",76
antioquia,heliconia,"(6.17833333, -75.70508333)",255
antioquia,rionegro (antioquia),"(6.18125, -75.36638889)",2114
vichada,puerto carreño,"(6.18355556, -68.44147222)",67
santander,onzaga,"(6.1885, -72.83483333)",380
santander,cimitarra,"(6.19361111, -74.33305556)",171
santander,cimitarra,"(6.2, -74.36666667)",100
antioquia,medellín,"(6.19688889, -75.51675)",2550
antioquia,buriticá,"(6.86666667, -75.86666667)",398
antioquia,san carlos (antioquia),"(6.18333333, -74.9)",975
boyacá,chita,"(6.18833333, -72.46633333)",2888
antioquia,carepa,"(7.77394444, -76.66575)",39
antioquia,peñol,"(6.21422222, -75.24130556)",247
antioquia,betulia (antioquia),"(6.21852778, -75.9455)",232
vichada,la primavera,"(6.17605556, -69.12872222)",76
santander,landázuri,"(6.22138889, -73.80888889)",935
antioquia,puerto nare,"(6.2215, -74.56955556)",1371
antioquia,san carlos (antioquia),"(6.2, -74.98333333)",160
antioquia,san carlos (antioquia),"(6.2, -74.98333333)",160
antioquia,san carlos (antioquia),"(6.2, -74.98333333)",110
antioquia,san carlos (antioquia),"(6.2, -74.98333333)",160
cundinamarca,gama,"(4.76427778, -73.60991667)",2210
antioquia,betulia (antioquia),"(6.20972222, -75.86069444)",558
chocó,quibdó,"(6.21666667, -76.71666667)",18
santander,vélez,"(6.21666667, -73.81666667)",185
chocó,quibdó,"(6.22177778, -76.72702778)",20
boyacá,susacón,"(6.23175, -72.68933333)",2550
santander,onzaga,"(6.23258333, -72.78119444)",2500
arauca,tame,"(6.23488889, -71.9755)",860
santander,guadalupe (santander),"(6.23716667, -73.41538889)",1400
antioquia,medellín,"(6.24513056, -75.57697778)",1494
caldas,salamina (caldas),"(5.35, -75.31777778)",2800
boyacá,la uvita,"(6.24811111, -72.54888889)",2950
santander,coromoro,"(6.24877778, -72.94672222)",2107
antioquia,san carlos (antioquia),"(6.2495, -74.82811111)",1950
antioquia,san carlos (antioquia),"(6.23333333, -74.88333333)",1180
casanare,hato corozal,"(6.23333333, -71.61666667)",172
antioquia,puerto nare,"(6.25, -74.56666667)",121
chocó,bahía solano (mutis),"(6.22333333, -77.40444444)",4
antioquia,medellín,"(6.25730556, -75.67586111)",2450
santander,oiba,"(6.2625, -73.30333333)",1400
santander,charalá,"(6.27416667, -73.15055556)",1350
antioquia,puerto nare,"(6.27616667, -74.67433333)",1723
antioquia,urrao,"(6.29836111, -76.13447222)",1770
arauca,cravo norte,"(6.29563889, -70.19433333)",91
santander,coromoro,"(6.29944444, -73.04472222)",1520
santander,oiba,"(6.25, -73.33333333)",1400
arauca,tame,"(6.25, -72.0)",694
antioquia,medellín,"(6.26691667, -75.56316667)",1435
santander,charalá,"(6.27416667, -73.15055556)",1350
santander,charalá,"(6.27416667, -73.15055556)",1350
antioquia,guarne,"(6.28333333, -75.5)",2400
santander,charalá,"(6.285, -73.12611111)",1280
boyacá,villa de leiva,"(5.65583333, -73.54394444)",2215
antioquia,anzá,"(6.30313889, -75.85925)",550
santander,cimitarra,"(6.30861111, -73.95222222)",198
antioquia,san vicente,"(6.31194444, -75.25355556)",1965
