Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
35267060,VUELTA MALA [35267060],Limnimétrica,Convencional,Suspendida,Casanare,Paz De Ariporo,"(5.58333333, -70.28333333)",93,1983-01-15,1997-11-15,Area Operativa 03 - Meta-Guaviare-Guainía,Meta,Orinoco,Meta,Directos al Río Meta entre ríos Pauto y Carare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26130270,MARSELLA-ITA [26130270],Pluviométrica,Convencional,Suspendida,RIsaralda,Marsella,"(4.93333333, -75.75)",1500,1985-05-15,1989-02-15,Area Operativa 09 - Cauca-Valle-Caldas,Risaralda,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26135090,JARDIN BOTANICO [26135090],Climática Ordinaria,Convencional,Suspendida,RIsaralda,Marsella,"(4.93333333, -75.73333333)",1500,1989-04-15,2004-09-15,Area Operativa 09 - Cauca-Valle-Caldas,Risaralda,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21200840,FLORESTA LA [21200840],Pluviométrica,Convencional,Suspendida,Cundinamarca,Guasca,"(4.85, -73.78333333)",2940,1962-04-14 19:00,2019-01-21 3:29,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Orinoco,Meta,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070320,MARTOTA [35070320],Pluviométrica,Convencional,Activa,Boyacá,Somondoco,"(4.93647222, -73.43608333)",2620,1996-07-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Cno Duya,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35180010,PRADERA LA [35180010],Pluviométrica,Convencional,Activa,Casanare,Tauramena,"(4.93736111, -72.66588889)",180,1974-11-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Cno Duya,Orinoco,Meta,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21205960,TACHI [21205960],Meteorológica Especial,Convencional,Activa,Cundinamarca,Subachoque,"(4.93905556, -74.15258333)",2650,1977-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Cno Duya,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
54027040,MAMPI [54027040],Limnigráfica,Convencional,Activa,Chocó,Nóvita,"(4.94886111, -76.59047222)",81,1973-08-15,,Area Operativa 09 - Cauca-Valle-Caldas,Tamana,Pacifico,San Juán,Río Tamaná y otros Directos San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037090,SAN RAFAEL [24037090],Limnimétrica,Convencional,Suspendida,Boyacá,Tuta,"(5.70838889, -73.24216667)",2500,1964-01-14 19:00,2019-02-22 9:15,Area Operativa 06 - Boyacá-Casanare-Vichada,Chulo,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21250410,BLEDONIA [21250410],Pluviométrica,Convencional,Suspendida,Tolima,Lérida,"(4.93333333, -74.91666667)",500,1964-09-15,1969-06-15,Area Operativa 10 - Tolima,Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21250360,PUENTE EL KM 89 [21250360],Pluviométrica,Convencional,Suspendida,Tolima,Armero (Guayabal),"(4.93333333, -74.86666667)",396,1964-02-15,1972-02-15,Area Operativa 10 - Tolima,Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21250150,PUENTE KM 85 EL [21250150],Pluviométrica,Convencional,Suspendida,Tolima,Armero (Guayabal),"(4.93333333, -74.83333333)",396,1960-02-15,1972-03-15,Area Operativa 10 - Tolima,Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21250370,FLORIDA LA HACIENDA [21250370],Pluviométrica,Convencional,Suspendida,Tolima,Ambalema,"(4.93333333, -74.81666667)",340,1964-02-15,1985-11-15,Area Operativa 10 - Tolima,Risaralda,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35227050,CHARANGA LA [35227050],Limnimétrica,Convencional,Suspendida,Casanare,Orocué,"(4.93333333, -71.43333333)",137,1978-04-15,1988-03-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Cno Duya,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155130,NEVADO DEL RUIZ [26155130],Climática Ordinaria,Convencional,Suspendida,Caldas,Villamaria,"(4.95, -75.35)",4800,1970-10-15,1971-10-15,Area Operativa 09 - Cauca-Valle-Caldas,Tamana,Magdalena Cauca,Medio Magdalena,Río Gualí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21250530,PALMA LA [21250530],Pluviográfica,Convencional,Suspendida,Tolima,Líbano,"(4.95, -75.08333333)",1600,1977-01-15,1979-08-15,Area Operativa 10 - Tolima,Tamana,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24017780,QUEBRADITAS [24017780],Limnimétrica,Convencional,Suspendida,Boyacá,Santa Sofía,"(5.7, -73.63333333)",2600,1986-04-15,1995-07-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Quebrada Palonegro,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35267070,PUERTO INFANTE [35267070],Limnimétrica,Convencional,Suspendida,Vichada,La Primavera,"(5.7, -70.03333333)",85,1983-02-15,1986-11-15,Area Operativa 03 - Meta-Guaviare-Guainía,Meta,Orinoco,Meta,Directos al Río Meta entre ríos Cusiana y Carare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24015090,INSTITUCION AGRICOLA SANTA SOFIA [24015090],Climática Ordinaria,Convencional,Activa,Boyacá,Santa Sofía,"(5.71066667, -73.60227778)",2300,1986-04-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Chulo,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26180180,SONSON [26180180],Pluviográfica,Convencional,Activa,Antioquia,Sonsón,"(5.71525, -75.2945)",2180,1970-06-15,,Area Operativa 01 - Antioquia-Chocó,Chulo,Magdalena Cauca,Cauca,Río Arma,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037300,PUENTE COLONIAL [24037300],Limnimétrica,Convencional,Activa,Boyacá,Monguí,"(5.71688056, -72.84966667)",30,1971-02-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Mongui,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26175030,NACIONAL GRANJA LA [26175030],Climática Principal,Convencional,Activa,Antioquia,Támesis,"(5.71733333, -75.69091667)",1153,1977-07-15,,Area Operativa 01 - Antioquia-Chocó,Mongui,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037450,MOLINO EL [24037450],Limnimétrica,Convencional,Activa,Boyacá,Paipa,"(5.72263889, -73.12080556)",2539,1964-06-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Salitre,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030190,MONGUI [24030190],Pluviométrica,Convencional,Activa,Boyacá,Monguí,"(5.72455556, -72.84786111)",2970,1958-02-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Salitre,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21201630,TABIO GRANJA [21201630],Pluviográfica,Convencional,Activa,Cundinamarca,Tabio,"(4.93305556, -74.06561111)",2600,1987-05-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Risaralda,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21095010,JUNCAL EL [21095010],Climática Ordinaria,Convencional,Activa,Huila,Palermo,"(2.82880556, -75.33116667)",460,1965-11-15,,Area Operativa 04 - Huila-Caquetá,Motilon,Magdalena Cauca,Alto Magdalena,Juncal y otros Rios directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24050150,GUAYANA LA  [24050150],Pluviométrica,Convencional,Activa,Santander,Zapatoca,"(6.8, -73.25)",1800,1981-02-15,,Area Operativa 08 - Santanderes-Arauca,Tenche,Magdalena Cauca,Sogamoso,Río Sogamoso,FEDERACION NACIONAL DE CAFETEROS
26177090,BALSOS LOS [26177090],Limnimétrica,Convencional,Suspendida,Antioquia,Valparaiso,"(5.71666667, -75.6)",505,1978-07-15,2002-05-15,Area Operativa 01 - Antioquia-Chocó,Cauca,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24017770,ALTO DEL CARNERO [24017770],Limnimétrica,Convencional,Suspendida,Boyacá,Santa Sofía,"(5.71666667, -73.65)",2600,1986-04-15,1995-07-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Quebrada Camelo,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010690,TRES ESQUINAS [24010690],Pluviográfica,Convencional,Suspendida,Boyacá,Santa Sofía,"(5.71666667, -73.63333333)",2600,1986-04-15,2002-02-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Quebrada Camelo,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26135120,MARSELLA-ITA [26135120],Climática Ordinaria,Convencional,Suspendida,RIsaralda,Marsella,"(4.93333333, -75.75)",1500,1979-04-15,1985-05-15,Area Operativa 09 - Cauca-Valle-Caldas,Risaralda,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21055040,TOEZ [21055040],Climática Ordinaria,Convencional,Suspendida,Cauca,Páez (Belalcázar),"(2.81666667, -76.08333333)",1860,1971-05-15,1994-06-15,Area Operativa 04 - Huila-Caquetá,Motilon,Magdalena Cauca,Alto Magdalena,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21097090,JUNCALITO [21097090],Limnimétrica,Convencional,Suspendida,Huila,Palermo,"(2.83333333, -75.31666667)",450,1985-10-15,1998-12-15,Area Operativa 04 - Huila-Caquetá,Quebrada La Sardinata,Magdalena Cauca,Alto Magdalena,Juncal y otros Rios directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21090090,BUENAVISTA [21090090],Pluviométrica,Convencional,Suspendida,Huila,Palermo,"(2.83333333, -75.35)",520,1968-02-14 19:00,2019-01-21 3:28,Area Operativa 04 - Huila-Caquetá,0,Magdalena Cauca,Alto Magdalena,Juncal y otros Rios directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22070030,SANTA HELENA [22070030],Pluviométrica,Convencional,Activa,Tolima,Roncesvalles,"(4.12455556, -75.49952778)",2606,1975-03-15,,Area Operativa 10 - Tolima,Orinoco,Magdalena Cauca,Saldaña,Rïo Cucuana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35030030,SENA [35030030],Pluviográfica,Convencional,Activa,Meta,Villavicencio,"(4.12736111, -73.63955556)",425,1984-08-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Orinoco,Meta,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35020340,PRIMAVERA LA [35020340],Pluviométrica,Convencional,Activa,Cundinamarca,Gutiérrez,"(4.13333333, -74.05)",2300,1985-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Cauca,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35027150,ANIMAS LAS [35027150],Limnigráfica,Convencional,Activa,Bogotá,"Bogota, D.C","(4.13797222, -74.17380556)",2840,1985-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chochal,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32080040,PORORIO EL [32080040],Pluviométrica,Convencional,Suspendida,Meta,Puerto Concordia,"(2.83333333, -72.80933333)",235,1983-12-15,2000-11-30,Area Operativa 03 - Meta-Guaviare-Guainía,Ariari,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32117010,TRAPICHE EL [32117010],Limnimétrica,Convencional,Suspendida,Vichada,Cumaribo,"(2.83333333, -70.66666667)",125,1983-03-15,2003-12-31,Area Operativa 03 - Meta-Guaviare-Guainía,Guaviare,Orinoco,Guaviare,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21080090,ARMENIA LA [21080090],Pluviográfica,Convencional,Suspendida,Huila,Teruel,"(2.85, -75.55)",2700,1976-04-15,1994-05-15,Area Operativa 04 - Huila-Caquetá,Guaviare,Magdalena Cauca,Alto Magdalena,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21090150,JUNCALITO [21090150],Pluviométrica,Convencional,Suspendida,Huila,Palermo,"(2.85, -75.31666667)",450,1984-09-15,2002-02-15,Area Operativa 04 - Huila-Caquetá,Guaviare,Magdalena Cauca,Alto Magdalena,Juncal y otros Rios directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21110420,ANTENA CERRO NEIVA [21110420],Pluviográfica,Convencional,Suspendida,Huila,Neiva,"(2.85, -75.2)",230,1983-06-15,1995-03-15,Area Operativa 04 - Huila-Caquetá,Guaviare,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35025040,BAMBU EL [35025040],Agrometeorológica,Convencional,Suspendida,Meta,Puerto López,"(4.11666667, -73.18333333)",220,1972-05-15,1980-10-15,Area Operativa 03 - Meta-Guaviare-Guainía,Guaviare,Orinoco,Meta,Río Humea,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35020070,SALADOS LOS [35020070],Pluviométrica,Convencional,Suspendida,Meta,Puerto López,"(4.11666667, -73.15)",182,1967-10-15,1995-06-15,Area Operativa 03 - Meta-Guaviare-Guainía,Guaviare,Orinoco,Meta,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
38037020,BUENOS AIRES [38037020],Limnimétrica,Convencional,Suspendida,Vichada,Cumaribo,"(4.11666667, -67.75)",91,1983-12-15,1997-06-15,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Orinoco,Orinoco Directos,Caño Matavén,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26087030,RIOFRIO [26087030],Limnigráfica,Convencional,Suspendida,Valle del Cauca,Riofrío,"(4.13333333, -76.26666667)",936,1958-10-15,1984-07-15,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Río Frío,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35030380,IDEAM V/CIO [35030380],Pluviométrica,Convencional,Activa,Meta,Villavicencio,"(4.14408333, -73.64183333)",503,2009-10-01,,Area Operativa 03 - Meta-Guaviare-Guainía,Chochal,Orinoco,Meta,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22077050,PIJAITO  - AUT [22077050],Limnigráfica,Automática con Telemetría,Activa,Tolima,Rovira,"(4.15038889, -75.306)",762,1992-09-14 19:00,,Area Operativa 10 - Tolima,Chili,Magdalena Cauca,Saldaña,Rïo Cucuana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35030100,ALCALDIA [35030100],Pluviográfica,Convencional,Activa,Meta,Villavicencio,"(4.15, -73.63333333)",470,1993-08-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Clarin,Orinoco,Meta,Río Guatiquía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26195030,JARDIN EL [26195030],Climática Ordinaria,Convencional,Activa,Antioquia,Jardín,"(5.58772222, -75.80055556)",25,1990-06-15,,Area Operativa 01 - Antioquia-Chocó,Cusiana,Magdalena Cauca,Cauca,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24017620,INFIERNO EL [24017620],Limnimétrica,Convencional,Activa,Boyacá,Sáchica,"(5.5885, -73.51255556)",2560,1971-02-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Gachaneca,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037120,LA VEGA [24037120],Limnimétrica,Convencional,Activa,Boyacá,Cuítiva,"(5.58869444, -72.98305556)",2550,1964-01-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Iza,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
56010050,ARUSI [56010050],Pluviográfica,Convencional,Activa,Chocó,Nuquí,"(5.59577778, -77.47561111)",20,2010-03-01,,Area Operativa 01 - Antioquia-Chocó,Iza,Pacifico,Pacífico - Directos,Directos Pacifico Frontera Panamá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26180190,AGUADAS [26180190],Pluviométrica,Convencional,Activa,Caldas,Aguadas,"(5.60002778, -75.45119444)",2400,1970-08-15,,Area Operativa 01 - Antioquia-Chocó,Cauca,Magdalena Cauca,Cauca,Rio Tapias y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010410,EMPORIO EL HACIENDA [24010410],Pluviométrica,Convencional,Activa,Boyacá,Villa De Leiva,"(5.60208333, -73.54527778)",2120,1964-08-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Cauca,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21180220,AEROPUERTO FARCA [21180220],Pluviométrica,Convencional,Suspendida,Tolima,Espinal,"(4.15, -74.9)",350,1979-11-15,2000-04-15,Area Operativa 10 - Tolima,Tuamo,Magdalena Cauca,Alto Magdalena,Río Luisa y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35027130,PUENTE QUEVEDO [35027130],Limnigráfica,Convencional,Suspendida,Cundinamarca,Gutiérrez,"(4.15, -74.05)",2145,1985-01-15,2002-04-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Clarin,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24035300,SAN CRISTOBAL [24035300],Meteorológica Especial,Convencional,Suspendida,Boyacá,Toca,"(5.59691667, -73.18772222)",2700,1971-07-15,2014-08-28,Area Operativa 06 - Boyacá-Casanare-Vichada,Iza,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
56010020,AMARGAL [56010020],Pluviométrica,Convencional,Suspendida,Chocó,Nuquí,"(5.59718056, -77.4967)",30,1993-03-15,1997-10-15,Area Operativa 01 - Antioquia-Chocó,Iza,Pacifico,Pacífico - Directos,Directos Pacifico Frontera Panamá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26177060,MARIA LA [26177060],Limnimétrica,Convencional,Suspendida,Antioquia,Caramanta,"(5.6, -75.6)",621,1975-10-15,2005-09-15,Area Operativa 01 - Antioquia-Chocó,Cauca,Magdalena Cauca,Cauca,Río Frío y Otros Directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030780,HOTEL EL [24030780],Pluviométrica,Convencional,Suspendida,Boyacá,Toca,"(5.6, -73.21666667)",2690,1974-03-15,1998-09-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Cauca,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030450,ENCANTO EL [24030450],Pluviométrica,Convencional,Activa,Boyacá,Oicatá,"(5.60633333, -73.32336111)",2645,1992-05-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Cauca,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35210060,DESECHO EL HACIENDA [35210060],Pluviográfica,Convencional,Activa,Casanare,Nunchía,"(5.60911111, -72.06780556)",345,1995-11-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Cauca,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21130060,CARMEN EL [21130060],Pluviométrica,Convencional,Activa,Huila,Palermo,"(3.00713889, -75.55919444)",2250,1966-01-15,,Area Operativa 04 - Huila-Caquetá,Cauca,Magdalena Cauca,Alto Magdalena,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26020100,BUENOS AIRES [26020100],Pluviométrica,Convencional,Activa,Cauca,Buenos Aires,"(3.02019444, -76.63908333)",1228,1966-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Bache,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26020120,CALOTO [26020120],Pluviométrica,Convencional,Activa,Cauca,Caloto,"(3.03008333, -76.40666667)",1136,1966-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Bache,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21110180,HATO BOGOTA [21110180],Pluviométrica,Convencional,Activa,Huila,Tello,"(3.03602778, -75.15972222)",591,1969-09-15,,Area Operativa 04 - Huila-Caquetá,Fortalecillas,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26027250,BUENOS AIRES [26027250],Limnigráfica,Convencional,Activa,Cauca,Buenos Aires,"(3.03675, -76.57922222)",126,1970-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,La Teta,Magdalena Cauca,Alto Magdalena,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26027210,PUENTE FERROCARRIL [26027210],Limnigráfica,Convencional,Activa,Cauca,Santander De Quilichao,"(3.03802778, -76.51180556)",114,1965-08-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quinamayo,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22020020,PENA RICA [22020020],Pluviométrica,Convencional,Activa,Tolima,Planadas,"(3.04505556, -75.76177778)",1793,1973-12-15,,Area Operativa 10 - Tolima,Quinamayo,Magdalena Cauca,Saldaña,Río Atá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26020470,JAPIO [26020470],Pluviométrica,Convencional,Activa,Cauca,Santander De Quilichao,"(3.04836111, -76.44141667)",141,2003-08-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quinamayo,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21127050,JUNTAS TOPON [21127050],Limnigráfica,Convencional,Suspendida,Huila,Palermo,"(3.01666667, -75.4)",450,1986-12-15,1991-08-15,Area Operativa 04 - Huila-Caquetá,Bache,Magdalena Cauca,Alto Magdalena,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26045020,TACUEYO [26045020],Climática Ordinaria,Convencional,Suspendida,Cauca,Toribío,"(3.03333333, -76.23333333)",1790,1972-08-15,1979-03-15,Area Operativa 09 - Cauca-Valle-Caldas,Bache,Magdalena Cauca,Cauca,Río Palo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21117040,BOCATOMA [21117040],Limnigráfica,Convencional,Suspendida,Huila,Tello,"(3.03333333, -75.21666667)",450,1971-10-15,1979-03-15,Area Operativa 04 - Huila-Caquetá,Fortalecillas,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21117070,CANAL FORTALECILLA [21117070],Limnimétrica,Convencional,Suspendida,Huila,Tello,"(3.03333333, -75.21666667)",450,1972-03-15,1979-03-15,Area Operativa 04 - Huila-Caquetá,Fortalecillas,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26025030,JAPIO [26025030],Climática Ordinaria,Convencional,Suspendida,Cauca,Santander De Quilichao,"(3.04836111, -76.44141667)",141,1965-06-15,2003-08-15,Area Operativa 09 - Cauca-Valle-Caldas,Quinamayo,Magdalena Cauca,Cauca,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
